Team;TS%;eFG%;Total S%;ORB%;DRB%;TRB%;AST%;TOV%;STL%;BLK%;PPS;FIC40;ORtg;DRtg;eDiff;Poss;Pace;Season
Milwaukee;.539;.494;162.0;30.0;69.6;49.9;58.3;13.8;8.8;7.2;1.2;59.4;108.2;108.0;0.2;7670.7;92.7;1999-2000
Toronto;.511;.464;156.1;30.1;71.8;50.2;65.3;12.7;8.7;9.7;1.2;60.7;104.7;104.9;-0.2;7610.1;92.5;1999-2000
Dallas;.532;.490;164.8;25.5;66.1;45.9;56.7;12.6;7.6;7.2;1.2;60.3;106.6;107.2;-0.6;7800.7;94.9;1999-2000
Boston;.520;.474;152.0;30.4;73.8;51.0;57.0;13.8;10.2;5.4;1.2;56.2;104.8;105.6;-0.8;7775.4;94.6;1999-2000
Houston;.536;.494;154.1;29.1;71.6;50.8;59.1;15.8;7.9;7.2;1.2;59.2;104.8;105.7;-0.9;7782.2;94.2;1999-2000
New Jersey;.517;.468;156.5;28.1;67.2;47.0;56.7;12.6;9.4;6.9;1.2;56.6;105.2;106.3;-1.1;7642.2;92.5;1999-2000
Denver;.517;.476;150.2;29.2;71.6;50.2;62.5;14.0;7.1;10.6;1.2;60.2;103.6;105.8;-2.2;7836.7;94.7;1999-2000
Washington;.521;.476;157.0;30.5;71.7;50.9;58.8;14.7;7.7;7.0;1.2;54.2;103.4;106.9;-3.5;7658.3;92.8;1999-2000
Cleveland;.516;.468;156.5;28.1;71.1;49.4;65.2;15.6;9.0;6.6;1.2;54.8;100.4;104.1;-3.6;7915.3;95.7;1999-2000
Atlanta;.503;.460;150.1;31.7;71.0;51.3;51.6;14.1;6.6;7.6;1.1;53.9;102.0;107.9;-5.8;7580.7;91.7;1999-2000
Vancouver;.524;.474;158.4;30.1;70.5;50.2;58.8;15.9;8.1;6.3;1.2;52.1;102.3;108.4;-6.1;7528.8;91.0;1999-2000
Golden State;.484;.444;144.0;32.6;69.1;49.7;61.8;13.9;9.3;6.3;1.1;54.9;99.7;108.4;-8.6;7854.6;95.4;1999-2000
Chicago;.490;.443;145.4;29.9;69.9;49.5;64.1;18.0;8.8;7.2;1.1;45.1;94.2;104.6;-10.4;7381.2;89.4;1999-2000
L.A. Clippers;.499;.458;151.1;26.1;69.6;47.1;51.4;14.9;7.5;8.5;1.1;49.2;97.8;110.1;-12.3;7712.8;93.;1999-2000
San Antonio;.523;.479;148.5;30.4;69.5;51.1;63.3;14.6;9.4;10.0;1.2;60.6;104.0;95.0;9.0;4459.8;88.6;1998-1999
Utah;.545;.485;159.3;30.0;70.4;51.7;71.5;16.0;9.0;8.6;1.3;58.6;105.8;98.4;7.4;4411.9;87.0;1998-1999
Portland;.521;.473;154.9;31.8;71.8;52.5;61.4;14.5;9.1;8.9;1.2;58.0;104.7;97.7;7.0;4527.1;89.2;1998-1999
Miami;.540;.494;154.8;27.3;71.0;50.7;63.1;15.3;7.7;9.5;1.2;55.3;104.7;98.9;5.8;4248.9;84.8;1998-1999
Indiana;.537;.486;161.1;28.7;69.9;49.7;58.1;12.8;7.2;6.8;1.2;56.0;108.7;104.4;4.3;4354.9;86.4;1998-1999
Detroit;.528;.480;155.2;30.5;72.0;51.2;60.8;15.5;10.3;7.0;1.2;53.4;104.3;100.3;3.9;4332.7;86.3;1998-1999
Atlanta;.492;.436;144.7;33.1;72.1;52.7;50.8;14.5;8.0;8.0;1.1;48.2;100.5;97.1;3.4;4292.8;85.3;1998-1999
L.A. Lakers;.538;.498;150.3;30.6;70.2;50.8;59.5;14.1;8.5;8.6;1.3;59.2;107.6;104.3;3.3;4600.3;91.6;1998-1999
Orlando;.498;.456;145.8;32.6;70.8;51.4;63.2;15.4;11.2;6.7;1.1;54.9;100.3;97.4;2.9;4459.7;88.8;1998-1999
Houston;.545;.506;155.8;27.8;69.9;50.3;60.3;15.8;8.7;7.4;1.2;58.3;105.4;102.9;2.6;4467.6;88.8;1998-1999
Phoenix;.526;.481;158.1;28.4;69.8;48.7;69.5;13.0;9.8;6.3;1.2;61.1;105.6;103.1;2.5;4524.4;90.1;1998-1999
Philadelphia;.494;.439;141.3;34.2;69.8;51.6;56.4;15.3;12.1;8.8;1.2;52.1;99.9;97.6;2.3;4486.2;88.6;1998-1999
Milwaukee;.530;.489;156.6;29.0;67.6;48.5;58.8;14.3;10.1;6.9;1.2;54.2;104.9;103.0;1.9;4369.0;87.0;1998-1999
New York;.509;.463;152.0;27.9;71.0;50.2;59.8;15.9;9.0;8.4;1.2;49.8;98.6;97.5;1.2;4379.7;86.9;1998-1999
Minnesota;.481;.439;146.5;32.5;70.2;49.9;66.3;11.7;9.3;8.6;1.1;57.4;101.9;101.5;0.4;4561.1;91.0;1998-1999
Charlotte;.537;.485;156.1;24.4;69.5;47.9;66.4;15.5;9.7;7.3;1.2;55.8;102.3;102.4;-0.1;4541.4;89.7;1998-1999
Sacramento;.514;.479;143.6;30.6;67.7;49.3;58.9;14.7;9.1;6.0;1.2;59.6;102.7;103.1;-0.4;4878.8;96.0;1998-1999
Seattle;.519;.481;146.6;31.9;68.6;50.0;61.9;14.5;8.7;6.2;1.2;55.8;104.9;106.1;-1.2;4522.3;89.7;1998-1999
Toronto;.504;.450;152.3;33.8;70.2;51.8;62.4;15.0;9.8;10.1;1.2;55.1;102.0;103.9;-1.8;4465.9;88.8;1998-1999
Cleveland;.520;.464;152.9;25.1;69.0;47.3;70.0;15.9;10.4;6.8;1.2;49.1;99.6;101.6;-2.0;4338.3;86.4;1998-1999
Boston;.501;.469;148.8;30.6;69.4;49.4;59.1;14.8;9.8;7.6;1.1;53.9;100.4;102.4;-2.0;4631.4;91.5;1998-1999
Washington;.507;.468;145.9;28.2;69.5;48.4;60.2;14.1;8.7;6.0;1.1;51.8;101.2;103.7;-2.5;4506.4;89.8;1998-1999
Dallas;.502;.459;150.1;29.8;69.1;49.3;52.7;13.2;7.9;8.7;1.1;52.9;102.3;104.9;-2.7;4479.4;89.0;1998-1999
Golden State;.471;.434;137.7;35.2;70.4;52.4;59.9;14.1;9.2;6.8;1.1;51.1;98.4;101.1;-2.8;4489.8;88.9;1998-1999
New Jersey;.485;.434;150.7;31.1;69.7;49.4;54.6;13.7;10.7;8.2;1.1;52.2;99.5;103.6;-4.1;4592.1;91.5;1998-1999
Denver;.511;.459;151.1;30.1;69.2;49.0;57.6;13.9;8.3;8.1;1.2;53.0;103.1;110.4;-7.3;4532.6;90.5;1998-1999
Vancouver;.498;.447;147.1;30.9;66.9;48.6;58.7;16.0;9.3;6.1;1.2;47.3;98.4;107.9;-9.6;4517.3;89.0;1998-1999
L.A. Clippers;.497;.454;146.8;30.6;66.9;47.7;47.9;14.9;9.4;7.3;1.1;45.6;100.1;109.9;-9.8;4515.0;89.4;1998-1999
Chicago;.470;.424;139.9;26.8;71.7;48.1;66.1;15.1;9.8;5.3;1.1;44.4;92.4;103.0;-10.7;4433.2;88.1;1998-1999
L.A. Lakers;.559;.519;151.2;31.6;68.8;50.6;63.9;14.0;9.5;9.7;1.3;68.3;111.9;103.7;8.2;7730.8;93.6;1997-1998
Seattle;.558;.521;159.0;28.7;66.1;47.7;65.1;13.4;10.9;7.2;1.3;64.0;111.5;103.6;8.0;7392.2;89.8;1997-1998
Chicago;.516;.473;151.6;35.7;70.6;53.1;63.7;13.3;9.4;6.5;1.2;61.7;107.7;99.8;7.9;7364.2;89.0;1997-1998
Utah;.569;.510;163.4;32.3;71.0;52.9;69.2;14.8;8.8;7.8;1.4;64.3;112.7;105.4;7.3;7348.9;89.2;1997-1998
Indiana;.550;.502;162.3;27.9;67.8;48.9;64.7;14.0;8.9;6.6;1.3;58.9;108.4;101.5;6.9;7263.2;87.9;1997-1998
Phoenix;.540;.500;157.3;29.7;70.0;50.4;67.7;14.0;9.9;7.8;1.2;64.4;107.4;101.8;5.6;7602.2;91.4;1997-1998
Miami;.538;.494;154.5;31.5;69.6;51.2;61.7;14.5;9.2;7.9;1.2;58.1;107.6;102.0;5.6;7238.5;87.9;1997-1998
San Antonio;.531;.493;150.6;30.6;72.2;52.7;63.5;15.6;7.1;10.1;1.2;58.9;103.8;99.4;4.5;7305.9;88.4;1997-1998
Atlanta;.533;.481;154.2;33.9;69.1;52.1;54.3;14.1;9.0;8.6;1.2;58.5;108.2;104.3;4.0;7261.0;87.7;1997-1998
Cleveland;.529;.478;158.2;30.0;71.1;50.8;67.2;16.5;10.9;8.0;1.2;56.0;102.1;99.1;3.0;7426.2;89.9;1997-1998
New York;.521;.476;155.4;29.5;74.0;51.6;62.4;14.7;8.7;5.5;1.2;53.5;102.9;100.2;2.8;7295.9;88.3;1997-1998
Charlotte;.542;.495;160.1;30.4;70.8;50.8;65.4;14.6;9.4;5.8;1.2;59.7;107.5;105.3;2.2;7368.4;89.4;1997-1998
Detroit;.523;.472;150.6;30.9;70.2;50.4;55.8;14.0;9.2;6.5;1.2;54.1;105.3;103.5;1.8;7334.7;88.2;1997-1998
New Jersey;.513;.463;151.6;36.7;66.4;50.6;55.2;13.0;10.3;5.8;1.2;57.0;108.1;106.4;1.7;7557.5;91.2;1997-1998
Portland;.524;.476;149.7;33.0;71.4;52.9;61.2;15.8;7.9;8.5;1.2;56.3;104.0;102.5;1.5;7436.7;90.0;1997-1998
Minnesota;.529;.483;155.1;30.6;68.5;49.8;65.5;12.7;8.3;7.6;1.2;62.7;107.8;107.1;0.8;7688.7;92.6;1997-1998
Washington;.513;.476;148.2;31.2;69.5;49.7;61.7;13.2;9.1;6.8;1.2;58.6;104.9;104.3;0.6;7594.3;92.0;1997-1998
Houston;.544;.496;156.6;29.8;69.3;49.8;61.1;14.8;9.1;5.2;1.2;58.7;107.7;108.6;-0.8;7517.6;91.0;1997-1998
Orlando;.499;.452;147.8;34.2;66.9;50.2;61.1;14.5;9.0;8.0;1.1;53.4;102.6;103.8;-1.2;7198.9;87.1;1997-1998
Milwaukee;.527;.475;157.8;31.4;69.1;50.1;56.5;15.8;9.8;6.6;1.2;52.7;103.5;105.6;-2.1;7487.1;90.2;1997-1998
Philadelphia;.514;.462;148.0;32.5;67.3;49.7;60.9;15.4;9.8;9.2;1.2;55.3;102.8;105.4;-2.6;7445.9;90.5;1997-1998
Boston;.504;.464;149.2;32.8;66.8;48.4;60.3;14.6;12.9;7.3;1.1;54.7;102.5;105.3;-2.8;7670.6;93.3;1997-1998
Sacramento;.502;.464;148.1;30.2;66.6;47.9;62.1;14.3;7.9;7.2;1.1;54.1;100.9;106.9;-6.0;7572.3;92.1;1997-1998
Dallas;.498;.458;153.6;27.6;65.1;46.0;53.3;13.6;8.7;8.2;1.1;51.6;100.5;107.2;-6.7;7459.9;89.9;1997-1998
Vancouver;.527;.482;155.9;31.4;66.9;49.2;65.2;15.8;8.1;6.1;1.2;56.7;104.1;112.0;-7.9;7611.2;92.1;1997-1998
L.A. Clippers;.518;.477;151.9;29.6;66.1;47.7;52.3;14.8;8.2;7.7;1.2;52.6;103.3;111.2;-7.9;7615.3;92.4;1997-1998
Toronto;.504;.462;149.6;32.1;62.9;46.9;58.9;15.2;10.0;11.4;1.1;55.9;101.1;110.9;-9.9;7698.1;92.7;1997-1998
Golden State;.468;.427;139.5;33.7;68.6;50.6;60.0;15.1;8.2;7.8;1.1;50.2;95.8;105.7;-9.9;7555.0;91.4;1997-1998
Denver;.496;.440;151.2;30.2;66.3;47.8;57.8;15.1;9.0;7.5;1.1;47.3;99.0;112.1;-13.1;7371.6;89.7;1997-1998
Chicago;.547;.511;159.3;35.9;69.3;52.9;65.4;12.5;9.7;6.3;1.2;70.2;114.4;102.4;12.0;7393.4;89.9;1996-1997
Utah;.581;.530;164.3;29.7;71.6;51.9;70.2;14.8;10.1;8.7;1.4;67.4;113.6;103.9;9.7;7440.1;90.0;1996-1997
Seattle;.557;.510;157.2;30.9;69.1;50.1;64.5;14.2;12.1;8.4;1.3;64.8;111.2;102.7;8.5;7440.2;90.3;1996-1997
Atlanta;.542;.498;156.8;31.5;69.2;50.8;55.4;14.6;9.8;8.5;1.2;58.1;108.6;102.3;6.2;7160.3;86.8;1996-1997
Miami;.546;.507;153.5;29.2;70.6;50.3;61.5;15.5;8.9;8.5;1.2;57.1;106.8;100.6;6.2;7280.5;88.2;1996-1997
Detroit;.554;.512;159.7;27.5;70.4;49.4;55.0;13.0;9.0;5.9;1.3;56.3;110.6;104.5;6.2;6981.6;84.5;1996-1997
Houston;.560;.520;158.8;28.4;71.4;50.9;66.3;15.6;9.1;6.4;1.3;64.1;108.8;104.0;4.8;7579.6;91.6;1996-1997
L.A. Lakers;.535;.496;151.4;31.6;68.5;50.2;61.1;13.8;9.8;11.0;1.2;63.0;108.3;103.7;4.6;7568.6;91.1;1996-1997
Portland;.544;.503;153.5;32.5;72.4;53.0;57.0;15.4;8.5;8.5;1.3;58.5;107.9;103.3;4.5;7521.7;90.9;1996-1997
New York;.546;.501;157.4;30.5;73.4;52.7;62.7;16.9;8.4;7.7;1.3;55.9;104.5;101.0;3.4;7485.8;90.5;1996-1997
Cleveland;.531;.493;155.2;29.4;71.8;50.3;63.4;14.9;9.5;7.1;1.2;51.5;104.7;102.5;2.2;6852.7;82.8;1996-1997
Charlotte;.562;.518;167.5;28.7;68.1;49.0;67.6;14.3;8.2;6.6;1.3;62.1;111.0;108.9;2.1;7307.7;88.6;1996-1997
Washington;.540;.505;151.8;30.2;70.3;50.5;59.9;14.6;9.3;7.6;1.2;61.0;106.6;104.9;1.7;7640.7;92.4;1996-1997
Indiana;.537;.490;155.9;31.3;70.4;51.1;61.4;15.5;7.9;7.9;1.3;54.9;105.8;104.7;1.1;7389.8;89.0;1996-1997
Phoenix;.552;.508;159.9;27.1;69.4;48.4;65.8;13.4;8.6;6.0;1.3;63.6;109.4;108.7;0.7;7708.3;93.2;1996-1997
Orlando;.524;.481;152.4;30.9;67.3;48.6;59.5;14.5;9.5;7.1;1.2;55.6;105.6;106.0;-0.4;7307.0;88.3;1996-1997
Minnesota;.533;.485;154.7;28.8;68.3;48.7;63.8;14.4;8.3;10.6;1.2;58.8;105.5;107.1;-1.6;7472.9;90.7;1996-1997
Milwaukee;.541;.496;156.4;29.7;69.9;49.9;54.3;15.1;8.6;6.5;1.2;53.8;106.2;108.3;-2.1;7361.8;89.5;1996-1997
L.A. Clippers;.524;.482;153.2;30.8;68.1;48.8;55.6;14.7;9.7;8.6;1.2;55.1;105.1;107.7;-2.5;7581.3;91.3;1996-1997
Toronto;.521;.481;152.0;32.5;68.6;50.0;59.2;15.1;9.6;10.4;1.2;56.5;104.7;108.1;-3.4;7480.9;90.5;1996-1997
Sacramento;.526;.485;156.8;32.0;68.5;50.0;60.0;15.0;7.8;6.9;1.2;54.9;105.1;108.7;-3.7;7527.2;91.0;1996-1997
New Jersey;.499;.456;151.5;36.4;69.0;51.8;57.6;13.9;8.9;9.1;1.1;58.1;104.8;109.7;-4.9;7609.5;92.3;1996-1997
Golden State;.543;.493;158.7;32.3;67.5;49.9;60.5;15.7;8.0;6.9;1.2;57.2;107.2;112.3;-5.1;7620.8;91.9;1996-1997
Denver;.530;.486;157.2;28.8;69.3;49.3;64.4;15.2;6.6;8.4;1.2;57.4;104.5;111.2;-6.7;7673.1;92.4;1996-1997
Philadelphia;.518;.470;148.3;34.1;66.5;49.9;56.4;15.3;8.7;7.1;1.2;57.2;104.6;111.4;-6.8;7852.4;95.3;1996-1997
Dallas;.509;.469;148.0;30.0;67.3;48.4;59.1;15.3;8.9;7.0;1.2;51.1;101.2;108.2;-7.1;7346.1;89.0;1996-1997
Boston;.520;.474;154.1;29.4;68.5;47.5;58.4;14.5;10.2;5.9;1.2;55.8;103.8;111.4;-7.6;7943.2;95.8;1996-1997
San Antonio;.512;.472;148.1;32.4;67.0;49.1;58.8;14.7;9.0;8.7;1.2;52.8;103.4;112.4;-9.0;7174.1;87.3;1996-1997
Vancouver;.507;.471;149.5;29.7;64.1;46.7;66.1;15.3;9.0;8.9;1.1;53.3;100.3;111.8;-11.5;7289.3;88.4;1996-1997
Chicago;.555;.517;162.7;36.9;71.1;54.0;61.7;12.7;10.0;6.7;1.3;69.4;115.9;102.4;13.5;7439.6;90.5;1995-1996
Seattle;.574;.526;160.5;29.7;69.5;50.5;65.0;15.9;11.4;7.8;1.3;65.7;111.1;102.8;8.3;7715.2;93.1;1995-1996
Utah;.566;.517;162.8;31.6;71.7;52.2;68.4;13.6;9.1;8.8;1.3;66.0;114.0;106.7;7.3;7372.4;89.5;1995-1996
San Antonio;.558;.516;160.5;27.5;70.0;49.6;64.9;13.3;8.4;9.7;1.3;67.8;110.8;104.0;6.8;7652.2;92.8;1995-1996
Orlando;.562;.529;155.2;29.0;68.8;49.4;64.9;13.0;8.8;7.5;1.3;67.3;113.5;107.5;6.0;7551.2;91.3;1995-1996
L.A. Lakers;.555;.515;157.7;30.1;66.7;48.8;64.7;13.0;9.6;9.2;1.3;68.1;112.0;107.2;4.8;7531.6;91.8;1995-1996
Indiana;.560;.509;160.8;33.0;69.3;51.7;64.4;15.2;8.0;6.6;1.3;58.7;111.6;107.9;3.6;7300.2;88.7;1995-1996
Cleveland;.551;.510;160.0;28.6;70.2;49.0;65.8;12.7;10.0;7.6;1.2;57.7;110.9;107.8;3.1;6738.5;81.6;1995-1996
Detroit;.551;.504;161.4;28.0;71.7;50.7;57.3;14.1;7.0;7.0;1.3;54.9;108.7;105.9;2.8;7196.0;87.1;1995-1996
New York;.550;.509;160.5;25.5;71.1;48.9;60.7;14.5;8.6;7.3;1.2;58.5;106.7;104.2;2.5;7468.7;90.4;1995-1996
Portland;.528;.494;147.4;33.4;73.4;53.5;57.4;14.7;7.8;7.8;1.2;58.9;106.6;104.1;2.5;7639.9;92.1;1995-1996
Houston;.555;.512;159.0;26.9;68.6;48.2;64.4;13.7;8.4;8.6;1.3;64.8;109.8;108.0;1.9;7651.2;92.7;1995-1996
Miami;.541;.501;154.6;30.1;71.8;51.5;60.4;15.5;7.7;8.7;1.2;56.1;106.1;104.5;1.6;7453.0;90.4;1995-1996
Atlanta;.534;.490;156.0;34.0;67.1;49.9;53.9;13.5;10.5;6.3;1.2;58.4;110.1;108.8;1.4;7318.2;89.0;1995-1996
Washington;.558;.521;161.8;28.2;67.8;48.4;56.7;14.6;7.7;9.1;1.3;60.3;109.3;108.2;1.1;7690.5;93.2;1995-1996
Phoenix;.551;.498;157.7;29.8;71.4;50.9;63.3;13.1;8.1;6.2;1.3;64.1;110.8;110.5;0.3;7715.7;92.8;1995-1996
Charlotte;.558;.514;162.4;29.5;70.3;49.5;61.4;13.7;7.7;5.2;1.3;60.5;111.8;112.4;-0.6;7539.4;91.0;1995-1996
Golden State;.539;.489;158.7;33.9;67.2;50.4;61.8;14.4;9.2;8.6;1.2;62.4;109.0;110.6;-1.6;7645.0;92.9;1995-1996
Sacramento;.540;.493;157.5;32.5;69.0;50.7;61.6;15.6;8.4;8.3;1.3;57.8;106.8;109.7;-2.9;7643.1;92.9;1995-1996
Denver;.526;.481;153.9;30.7;72.7;51.6;61.7;13.8;6.9;10.8;1.2;59.9;105.9;108.8;-2.9;7569.3;91.6;1995-1996
Boston;.534;.494;154.0;28.8;70.0;48.9;56.7;13.6;8.2;7.1;1.2;59.1;106.9;110.4;-3.5;7944.0;95.8;1995-1996
L.A. Clippers;.544;.511;154.4;29.3;67.9;48.3;53.5;14.8;9.2;7.8;1.2;56.3;107.1;111.0;-3.9;7612.5;92.6;1995-1996
New Jersey;.497;.445;150.7;36.4;70.9;53.2;60.8;14.5;8.3;11.0;1.1;57.4;102.7;107.3;-4.6;7482.2;90.2;1995-1996
Dallas;.507;.470;150.3;34.1;68.6;49.8;61.2;13.0;8.1;6.0;1.1;60.5;106.6;111.7;-5.1;7890.7;95.0;1995-1996
Minnesota;.535;.480;156.1;29.8;68.7;49.3;62.8;15.5;8.5;9.3;1.2;56.7;104.7;110.4;-5.7;7664.1;93.0;1995-1996
Milwaukee;.534;.495;154.3;29.7;68.4;48.7;57.8;14.5;7.9;6.0;1.2;53.5;106.3;112.2;-5.9;7370.6;89.7;1995-1996
Toronto;.536;.499;154.5;32.0;66.8;49.3;62.5;16.5;9.7;9.5;1.2;57.9;104.5;112.6;-8.1;7646.8;92.5;1995-1996
Philadelphia;.522;.474;151.2;29.4;65.0;46.7;58.3;15.5;8.5;7.8;1.2;52.5;102.8;113.7;-10.9;7536.2;91.7;1995-1996
Vancouver;.500;.456;148.1;27.3;66.3;46.1;61.5;14.8;9.7;6.3;1.1;49.3;98.3;109.2;-10.9;7489.4;90.4;1995-1996
Utah;.587;.535;166.8;29.1;72.5;51.9;69.6;14.3;10.0;8.1;1.4;69.4;115.0;106.3;8.6;7589.1;92.1;1994-1995
Seattle;.575;.527;162.5;32.6;68.7;51.0;63.9;13.8;11.7;7.7;1.3;70.5;115.4;106.9;8.6;7844.6;94.9;1994-1995
Orlando;.569;.539;154.0;34.0;68.4;51.8;65.9;13.7;8.6;8.3;1.3;73.2;115.8;108.4;7.4;7848.9;94.5;1994-1995
San Antonio;.562;.516;159.7;30.9;72.3;52.6;59.3;13.5;8.4;8.0;1.3;67.5;112.2;105.9;6.3;7791.0;94.2;1994-1995
Chicago;.546;.509;157.5;32.9;68.2;50.6;61.7;13.9;10.5;6.7;1.2;63.0;110.3;105.0;5.2;7548.2;91.4;1994-1995
Indiana;.557;.507;160.9;32.8;68.6;51.0;62.9;15.2;9.5;7.1;1.3;60.5;110.4;106.2;4.1;7372.6;89.5;1994-1995
Portland;.521;.483;151.3;37.1;73.5;54.4;57.4;12.7;8.7;8.9;1.2;63.3;110.2;106.2;4.1;7666.0;93.4;1994-1995
Phoenix;.567;.524;160.6;29.7;69.8;49.7;65.5;12.5;8.7;5.8;1.3;69.9;114.9;110.9;4.0;7894.3;95.5;1994-1995
Charlotte;.562;.517;164.9;26.0;68.5;48.2;67.9;13.7;8.3;7.2;1.3;64.3;110.3;106.7;3.6;7481.1;90.7;1994-1995
New York;.550;.508;156.9;28.6;70.8;50.5;68.8;14.8;7.9;7.4;1.3;60.3;107.8;104.4;3.4;7469.8;90.6;1994-1995
Houston;.568;.529;159.7;26.9;67.7;48.3;65.2;14.6;9.4;9.0;1.3;67.5;110.4;108.1;2.3;7690.9;93.6;1994-1995
Atlanta;.525;.487;151.2;31.6;68.4;49.5;58.8;13.5;10.0;7.8;1.2;58.5;107.2;105.8;1.4;7389.6;89.3;1994-1995
Denver;.556;.511;157.3;32.0;70.2;51.6;59.3;15.1;8.7;10.7;1.3;61.6;109.7;108.8;0.9;7571.3;90.9;1994-1995
Cleveland;.520;.472;158.6;31.8;72.4;51.5;60.7;13.3;9.0;7.0;1.2;54.4;106.3;105.5;0.7;6980.6;84.1;1994-1995
L.A. Lakers;.539;.500;155.0;31.3;64.4;47.8;63.3;13.1;9.6;9.8;1.2;66.4;109.8;110.0;-0.2;7849.1;94.6;1994-1995
Sacramento;.538;.496;152.5;32.1;67.0;49.9;60.3;15.7;8.6;8.6;1.2;57.1;106.1;107.2;-1.1;7590.9;91.8;1994-1995
Miami;.540;.499;157.1;31.7;68.7;49.8;56.6;14.1;8.7;5.8;1.2;57.7;108.9;110.6;-1.8;7618.4;92.3;1994-1995
Boston;.537;.491;158.5;33.1;68.6;50.6;56.1;13.9;7.9;6.3;1.2;59.0;109.2;111.2;-2.0;7719.7;93.5;1994-1995
Dallas;.509;.466;149.5;38.9;69.8;53.5;60.1;13.6;7.4;6.0;1.2;61.4;108.0;111.1;-3.0;7831.8;94.3;1994-1995
New Jersey;.519;.467;151.5;33.3;70.9;52.0;64.1;13.9;7.1;9.6;1.2;61.0;105.8;109.2;-3.4;7601.7;91.8;1994-1995
Milwaukee;.537;.496;153.7;31.3;68.3;49.2;57.5;15.0;8.9;6.7;1.2;56.0;106.9;111.6;-4.7;7623.1;92.1;1994-1995
Golden State;.547;.508;151.3;30.3;66.5;48.3;62.7;15.6;8.0;6.7;1.3;62.2;107.1;112.6;-5.5;8090.6;97.6;1994-1995
Philadelphia;.521;.475;156.5;32.3;66.1;49.1;53.1;14.8;8.6;10.7;1.2;54.9;104.8;110.4;-5.6;7462.2;90.4;1994-1995
Washington;.529;.492;152.7;29.3;66.7;47.4;55.1;14.0;8.4;7.2;1.2;56.2;105.9;111.8;-5.9;7779.7;94.0;1994-1995
Detroit;.538;.499;155.7;28.3;65.8;46.9;61.2;14.7;9.2;7.9;1.2;56.7;105.6;113.5;-7.8;7624.9;92.8;1994-1995
L.A. Clippers;.508;.468;146.9;29.6;65.7;46.5;59.0;14.0;10.2;8.0;1.2;53.1;102.1;111.8;-9.7;7764.6;93.7;1994-1995
Minnesota;.532;.475;153.6;27.7;64.1;46.1;63.8;15.5;8.1;7.6;1.2;51.1;103.3;113.2;-9.9;7476.4;90.7;1994-1995
Seattle;.547;.501;156.4;34.4;67.3;50.8;63.3;13.3;13.6;6.6;1.3;69.0;112.0;102.4;9.6;7758.4;94.4;1993-1994
New York;.527;.483;155.4;34.4;71.4;53.3;66.7;14.8;9.9;6.8;1.2;62.7;106.4;98.8;7.5;7591.2;92.2;1993-1994
San Antonio;.537;.494;156.6;35.6;70.5;53.9;59.7;13.0;7.6;7.5;1.2;65.2;111.2;105.3;5.8;7377.3;89.5;1993-1994
Atlanta;.523;.480;153.6;34.6;67.7;51.1;63.3;13.2;11.8;7.4;1.2;68.2;107.8;102.2;5.6;7713.1;93.7;1993-1994
Phoenix;.548;.509;154.2;35.2;69.3;52.4;65.9;13.6;9.4;7.3;1.3;72.4;112.3;107.3;5.0;7904.8;96.3;1993-1994
Houston;.545;.507;155.1;27.6;69.7;49.8;65.3;14.6;9.2;7.7;1.2;66.2;106.4;101.9;4.5;7790.0;94.5;1993-1994
Utah;.537;.490;153.7;31.3;68.4;50.1;67.9;12.8;9.8;6.4;1.2;64.8;109.2;104.7;4.5;7651.9;92.6;1993-1994
Cleveland;.537;.487;159.7;31.8;69.0;50.4;65.4;12.5;9.3;7.1;1.2;65.4;110.1;105.7;4.4;7538.2;91.1;1993-1994
Orlando;.547;.514;151.0;33.8;66.3;50.2;62.0;14.0;8.8;7.3;1.3;67.2;111.2;107.1;4.1;7790.1;94.8;1993-1994
Indiana;.547;.500;159.2;34.4;68.0;51.9;64.9;15.5;9.3;7.9;1.3;63.6;108.6;104.9;3.7;7621.7;92.6;1993-1994
Chicago;.526;.493;153.4;33.8;70.8;52.3;64.8;13.9;9.8;6.1;1.2;63.2;106.9;103.5;3.4;7517.5;91.2;1993-1994
Miami;.538;.488;158.6;35.3;69.1;52.2;58.1;13.9;8.3;6.5;1.2;61.6;110.2;107.3;2.8;7693.3;93.2;1993-1994
Portland;.518;.472;155.0;34.4;70.8;51.8;61.4;12.2;9.2;6.6;1.2;66.9;108.7;106.1;2.7;8088.3;98.3;1993-1994
New Jersey;.515;.461;153.3;34.0;69.1;51.2;60.0;12.4;8.8;9.0;1.2;66.3;107.7;105.4;2.3;7855.1;95.1;1993-1994
Golden State;.542;.512;149.4;32.9;64.4;49.0;62.6;14.6;9.9;7.9;1.2;69.0;108.8;107.0;1.8;8132.2;98.7;1993-1994
Denver;.524;.478;146.8;32.2;69.6;51.5;55.9;14.9;8.6;10.9;1.2;61.2;104.5;103.0;1.6;7865.3;95.6;1993-1994
Charlotte;.543;.500;160.8;29.2;67.0;48.7;65.5;13.3;9.0;6.1;1.2;67.7;108.9;109.2;-0.2;8016.2;97.0;1993-1994
Boston;.521;.482;149.2;29.3;67.8;48.4;57.8;13.0;8.6;6.9;1.2;60.0;104.9;109.3;-4.5;7881.7;95.0;1993-1994
L.A. Lakers;.503;.466;146.7;33.2;63.2;47.6;60.3;12.3;9.6;7.3;1.1;61.1;105.4;109.9;-4.5;7810.3;94.9;1993-1994
